chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_celltype_chimp	Bonferroni_celltype_human	Bonferroni_celltype_macaq
chr16	79029268	79031834	OD_hyper	OD_hyper	2567	34	724.125855536137	0.4577	0.9338	0.3311	0.9174	0.4494	0.8804	6.02731159214578e-100	4.067359724651e-231	6.17344803381002e-87
chr2	149857245	149860411	OD_hyper	OD_hyper	3167	26	723.719660549791	0.1951	0.8378	0.1904	0.8449	0.1797	0.8592	3.4070635334643e-187	1.11567264086839e-228	0
chr14	24038387	24044279	OD_hyper	OD_hyper	5893	35	723.058029363528	0.3894	0.8183	0.2847	0.8501	0.3601	0.8171	7.09816469009169e-103	7.1867211209961e-128	4.73640457146584e-193
chr8	75146483	75149769	OD_hyper	OD_hyper	3287	35	721.932864380565	0.4308	0.8971	0.4463	0.8837	0.4915	0.8832	3.57786103767463e-84	1.51984247867448e-269	8.93375331530408e-188
chr20	1890884	1894496	OD_hyper	OD_hyper	3613	34	720.896737563659	0.2976	0.837	0.3028	0.8206	0.392	0.8341	6.17791316750841e-52	1.91179157071536e-103	3.51892425199286e-103
chr2	17723112	17729321	OD_hyper	OD_hyper	6210	31	720.241418047674	0.2524	0.7728	0.2151	0.7798	0.3006	0.7366	3.00761683233923e-165	0	1.50160620235097e-126
chr11	12234010	12238597	OD_hyper	OD_hyper	4588	40	710.499164534789	0.4272	0.822	0.3956	0.8228	0.5756	0.8845	1.50304261113588e-34	3.0564889125831e-75	8.22805063387915e-77
chr8	110978098	110986062	OD_hyper	OD_hyper	7965	44	704.267350430651	0.4282	0.8589	0.5012	0.8527	0.5582	0.8612	3.64483195822011e-13	7.66758804221241e-113	1.7080083258285e-170
chr3	35721166	35733147	OD_hyper	OD_hyper	11982	47	703.177717026348	0.3402	0.7716	0.4011	0.7841	0.3557	0.8024	7.52928423480347e-14	1.02080897660052e-58	1.56876045095232e-168
chr10	24740113	24746000	OD_hyper	OD_hyper	5888	38	701.976658662536	0.5144	0.8611	0.5499	0.8783	0.6397	0.8743	0	0	4.11103684775795e-254
chr18	3722932	3730185	OD_hyper	OD_hyper	7254	43	701.051033995048	0.6611	0.9309	0.6542	0.9323	0.5654	0.926	2.08347850201752e-36	5.58069825477617e-85	7.8355078215457e-237
chr10	18689838	18694712	OD_hyper	OD_hyper	4875	34	699.872980989303	0.3268	0.7172	0.3484	0.7094	0.2664	0.6635	7.22805566742134e-49	1.29085771542701e-202	1.93174488865355e-74
chr11	113932734	113944165	OD_hyper	OD_hyper	11432	43	697.951600897922	0.531	0.8553	0.4289	0.812	0.3797	0.8252	5.47630006181172e-115	1.25161046883782e-165	5.32104863596999e-253
chr2	106399150	106401536	OD_hyper	OD_hyper	2387	32	697.440907961153	0.309	0.902	0.3246	0.8736	0.4729	0.7797	2.86427716921051e-71	7.63655858827761e-222	3.08655566369934e-139
chr10	11282539	11287605	OD_hyper	OD_hyper	5067	44	696.156946294341	0.4679	0.8268	0.5994	0.9289	0.4358	0.8647	5.49133644104817e-26	2.81368427771487e-59	1.24923346037603e-81
chr2	210444754	210457012	OD_hyper	OD_hyper	12259	43	694.178859968304	0.4439	0.7792	0.4956	0.826	0.3995	0.7066	1.61860294071453e-123	0	6.44317193453141e-305
chr2	136391346	136400388	OD_hyper	OD_hyper	9043	51	693.985588663128	0.6673	0.9417	0.7191	0.9411	0.7386	0.9149	1.08252831150724e-30	1.63097047819073e-111	5.36874759803255e-76
chr19	31795763	31799067	OD_hyper	OD_hyper	3305	42	693.459169206442	0.5689	0.9025	0.6351	0.881	0.6594	0.8311	1.17215944532719e-181	3.70075133239515e-100	1.27675268902844e-66
chr3	156010357	156016127	OD_hyper	OD_hyper	5771	41	693.068580045587	0.5246	0.8732	0.5548	0.9241	0.3714	0.7381	4.01943352006326e-226	1.69271625802297e-112	2.34102357240201e-131
chr7	127660701	127668506	OD_hyper	OD_hyper	7806	35	692.510012988059	0.3125	0.7148	0.2459	0.6828	0.3246	0.7316	5.99805036768242e-207	5.02167312656635e-111	4.78634436964682e-212
chr1	60277347	60282561	OD_hyper	OD_hyper	5215	36	691.833040475454	0.1748	0.5005	0.3363	0.7551	0.2572	0.4826	5.84469503026533e-133	2.66400763700969e-190	1.38650708477554e-27
chr1	237141973	237144617	OD_hyper	OD_hyper	2645	34	690.452661925039	0.3108	0.8908	0.4157	0.906	0.3643	0.8143	1.07651567392299e-41	2.24279154678722e-280	5.82288018968408e-103
chr13	99661449	99668674	OD_hyper	OD_hyper	7226	50	688.439920244682	0.3513	0.6897	0.4186	0.7328	0.3843	0.7704	6.29684654905342e-66	5.02947042960788e-133	2.99083536975702e-209
chr2	47791659	47796649	OD_hyper	OD_hyper	4991	31	684.989211846862	0.3511	0.8597	0.4487	0.8334	0.3572	0.6683	2.59037355847714e-118	7.33846431704193e-199	1.49632624886886e-100
chr5	149605604	149617341	OD_hyper	OD_hyper	11738	46	681.353352980492	0.6218	0.9345	0.6321	0.9267	0.6414	0.8902	3.0801074313907e-23	3.2122697409555e-102	3.17261213573968e-177
chr8	141101239	141106797	OD_hyper	OD_hyper	5559	39	677.853575968324	0.6015	0.9492	0.6455	0.9488	0.5536	0.8838	1.80280470853267e-120	1.67014591523345e-229	7.73022105595753e-121
chr7	75980017	75984319	OD_hyper	OD_hyper	4303	47	676.976707855303	0.4594	0.796	0.4694	0.8049	0.4243	0.7431	3.67933479490157e-38	9.10679038021408e-61	2.48846348254815e-171
chr3	124133187	124142549	OD_hyper	OD_hyper	9363	50	676.711228089556	0.5702	0.886	0.5955	0.8737	0.5862	0.9008	1.34969320890611e-21	3.85548307694772e-86	2.47765619653061e-272
chr8	64614849	64618780	OD_hyper	OD_hyper	3932	38	675.194763239487	0.3774	0.7382	0.3711	0.7246	0.4782	0.6612	3.74365654611803e-59	1.04775463947221e-109	1.98997513312113e-39
chr6	138569957	138573080	OD_hyper	OD_hyper	3124	27	673.104430328592	0.375	0.9043	0.4047	0.9153	0.4014	0.9116	1.25991314538287e-109	1.98078099856201e-201	5.40632410599432e-127
chr12	79259387	79265701	OD_hyper	OD_hyper	6315	23	672.874883959445	0.1296	0.7639	0.1408	0.7587	0.1062	0.6648	1.12728972455143e-221	0	0
chr5	160737299	160740555	OD_hyper	OD_hyper	3257	38	672.057447605901	0.484	0.9329	0.454	0.8864	0.5352	0.8546	3.24475617292866e-75	1.30424812250513e-147	2.23309342930977e-69
chr5	63803244	63809923	OD_hyper	OD_hyper	6680	34	668.509549562331	0.428	0.8209	0.3922	0.7991	0.509	0.75	1.10601579933412e-160	8.06332240132037e-191	5.82565680246962e-184
chr1	117205593	117211047	OD_hyper	OD_hyper	5455	39	667.079272786738	0.1565	0.3894	0.3456	0.7062	0.1617	0.4841	3.77377442921768e-89	4.9113204847939e-75	5.33643996143106e-154
chr2	3260332	3261874	OD_hyper	OD_hyper	1543	33	666.169422607272	0.2248	0.747	0.1884	0.7654	0.2886	0.7916	7.92195462731186e-206	1.95238391971591e-96	3.1306599029923e-144
chr9	17579878	17584201	OD_hyper	OD_hyper	4324	38	663.899599750617	0.4375	0.8643	0.4782	0.8327	0.5142	0.8268	1.49306218028932e-16	5.06429148845466e-101	1.89710841228261e-197
chr20	45880538	45884615	OD_hyper	OD_hyper	4078	41	663.880915188073	0.526	0.9052	0.5644	0.8945	0.4407	0.91	1.36881647448584e-32	2.18862731123702e-102	0
chr1	240257185	240261462	OD_hyper	OD_hyper	4278	38	662.93187527491	0.3979	0.8313	0.417	0.8099	0.3036	0.8145	4.17544712106988e-32	1.55516305497567e-114	1.33975682211245e-172
chr18	35063732	35065064	OD_hyper	OD_hyper	1333	29	662.576865235589	0.0796	0.5802	0.0848	0.5854	0.069	0.4951	6.19548847671181e-234	3.6923130561228e-172	1.36450306360528e-218
chr20	21496690	21501397	OD_hyper	OD_hyper	4708	52	662.520335876984	0.0781	0.5444	0.0611	0.4253	0.0602	0.5942	3.75126338054342e-107	1.2649689992247e-100	0
chr10	11307660	11312107	OD_hyper	OD_hyper	4448	36	662.338475296209	0.3494	0.8147	0.426	0.8424	0.4196	0.9176	3.81527708595275e-36	2.74652048586266e-59	3.26149593603154e-177
chr16	23848659	23856997	OD_hyper	OD_hyper	8339	49	659.989147633693	0.5162	0.8826	0.6499	0.9012	0.4749	0.81	1.59822765301647e-21	4.07556838568687e-132	6.74289883205697e-135
chr17	9927168	9930474	OD_hyper	OD_hyper	3307	25	659.768822730966	0.1201	0.7046	0.2235	0.8305	0.1469	0.5113	7.3460945056946e-84	1.29385588298887e-146	1.68213568581561e-74
chr16	24174347	24180557	OD_hyper	OD_hyper	6211	37	658.995892481359	0.5305	0.9041	0.6228	0.9282	0.4845	0.8891	9.56167433422534e-22	1.37174137366817e-243	5.23929615884208e-242
chr2	222391763	222400890	OD_hyper	OD_hyper	9128	53	658.701551208397	0.6204	0.9058	0.6563	0.8909	0.6524	0.9071	9.55793605479108e-23	3.41673523966469e-139	1.18172962962145e-227
chr11	13300695	13306487	OD_hyper	OD_hyper	5793	34	655.965003198017	0.3476	0.801	0.3425	0.7842	0.3526	0.7804	4.26098070282476e-31	9.3469962933809e-105	3.82005729858986e-195
chr1	54866310	54870590	OD_hyper	OD_hyper	4281	42	655.697247858656	0.4259	0.8599	0.4813	0.8494	0.5844	0.8337	1.6735586408202e-21	3.10839116736856e-114	4.51562924859472e-81
chr17	75206081	75216464	OD_hyper	OD_hyper	10384	52	652.094218702988	0.5797	0.7905	0.4871	0.7343	0.5263	0.8403	1.78323622927453e-47	7.31204779868755e-59	2.28781932984053e-137
chr22	43846845	43849200	OD_hyper	OD_hyper	2356	32	650.770933224587	0.4915	0.8491	0.3648	0.8478	0.3361	0.8589	2.4977369093491e-106	1.90990959737674e-155	5.37092984932659e-291
chr1	226592011	226595032	OD_hyper	OD_hyper	3022	29	650.734042554368	0.2722	0.7894	0.288	0.7825	0.4825	0.6805	1.12622766175697e-91	1.00066886224045e-89	9.55274651461687e-61
chr20	48084781	48093082	OD_hyper	OD_hyper	8302	42	650.674818335385	0.5209	0.9163	0.5647	0.8596	0.5239	0.814	1.67337770328928e-27	2.47072909039502e-105	7.44725458928075e-238
chr1	208407807	208413976	OD_hyper	OD_hyper	6170	40	649.067822334639	0.4193	0.8337	0.404	0.8096	0.4558	0.8805	8.05748752653993e-98	5.628360771121e-123	1.19052816341196e-286
chr6	34476101	34494881	OD_hyper	OD_hyper	18781	49	647.526249015453	0.5052	0.786	0.4746	0.7558	0.5002	0.7891	7.51432441777224e-42	6.3082677980243e-120	2.82350191351821e-178
chr10	11267851	11273725	OD_hyper	OD_hyper	5875	34	647.191521092566	0.386	0.8639	0.506	0.9015	0.4358	0.9287	3.03871160653513e-64	4.13574198312252e-140	0
chr14	69435682	69440205	OD_hyper	OD_hyper	4524	40	643.358272388522	0.5063	0.9056	0.5684	0.9107	0.5548	0.8449	3.10844236745481e-23	9.40074407748614e-103	1.81876170691864e-61
chr14	101312337	101319722	OD_hyper	OD_hyper	7386	59	643.288157514858	0.6488	0.8902	0.6991	0.8888	0.6368	0.8829	1.64724335624978e-30	1.18899458895546e-186	5.22243408556681e-164
chr8	35094769	35100280	OD_hyper	OD_hyper	5512	33	639.400691998479	0.384	0.8034	0.4409	0.7739	0.4884	0.7764	8.45995296748742e-105	1.81271068455804e-128	1.0909158186005e-207
chr1	9856298	9860061	OD_hyper	OD_hyper	3764	37	639.083862156829	0.5027	0.9039	0.5309	0.9124	0.4063	0.8399	5.79804134048216e-87	1.48367109373935e-117	9.47746565662319e-138
chr10	6161703	6164429	OD_hyper	OD_hyper	2727	38	639.051595711795	0.3799	0.8851	0.4466	0.8562	0.4949	0.8529	1.53358369510973e-20	7.89441033668719e-119	1.97886445644486e-53
chr11	132708392	132710924	OD_hyper	OD_hyper	2533	35	636.146482804894	0.3905	0.8142	0.3628	0.8278	0.39	0.7318	7.30237937418797e-61	3.54711256296886e-145	9.2122281736675e-74
chr7	44437166	44441284	OD_hyper	OD_hyper	4119	28	633.950644803411	0.3132	0.898	0.2906	0.855	0.264	0.4718	1.59769015850579e-169	0	1.04227182786054e-53
chr2	39960116	39965425	OD_hyper	OD_hyper	5310	38	633.660974680327	0.5328	0.9573	0.5656	0.9091	0.5886	0.9257	1.65942178363838e-66	3.3643427309013e-290	0
chr18	55929507	55936467	OD_hyper	OD_hyper	6961	39	631.882951226924	0.6315	0.93	0.672	0.9451	0.7335	0.9183	4.21206065274514e-38	3.61149174879519e-102	1.04372330720587e-83
chr1	239551528	239553864	OD_hyper	OD_hyper	2337	26	629.161354792304	0.1269	0.6712	0.1238	0.6782	0.187	0.707	2.61751882780411e-226	4.42810813252208e-199	0
chr2	16824178	16829050	OD_hyper	OD_hyper	4873	31	628.599594023629	0.4588	0.9012	0.4006	0.8839	0.4787	0.8239	1.12904342477087e-130	1.90511938496165e-281	1.21561314690933e-190
chr8	120219151	120224179	OD_hyper	OD_hyper	5029	45	625.951283498016	0.1983	0.4185	0.3155	0.6006	0.1791	0.3578	2.6049841668391e-22	6.8069429876003e-52	2.83288988189119e-16
chr5	142429466	142438040	OD_hyper	OD_hyper	8575	40	625.9338460371	0.5683	0.8898	0.573	0.8943	0.5996	0.9263	7.65975233658023e-47	1.92636492000649e-99	3.98087100937251e-259
chr1	239705696	239711399	OD_hyper	OD_hyper	5704	37	624.290281415555	0.5724	0.9315	0.6118	0.9446	0.5109	0.9225	2.4584624848844e-44	0	1.28438269965204e-224
chr14	86003353	86012624	OD_hyper	OD_hyper	9272	43	623.702544434475	0.5111	0.8154	0.5338	0.8401	0.538	0.7642	7.46041412470237e-47	8.55379753748548e-96	2.59142489646017e-102
chr12	71139698	71148935	OD_hyper	OD_hyper	9238	40	623.667048138247	0.5548	0.8948	0.5879	0.8309	0.5581	0.8446	6.9082679934624e-21	3.06462225607382e-127	3.1331562941742e-81
chr15	52566764	52571828	OD_hyper	OD_hyper	5065	39	620.019226790087	0.5616	0.9392	0.6318	0.9303	0.6455	0.9251	3.28538696518425e-19	6.83303531738189e-286	1.14568608435754e-96
chr11	70758293	70762252	OD_hyper	OD_hyper	3960	36	619.739983100565	0.3067	0.6726	0.3589	0.746	0.3377	0.6862	3.11494381442096e-44	4.19587850321665e-87	2.76329081359737e-60
chr20	60848253	60850477	OD_hyper	OD_hyper	2225	35	619.044910163132	0.4405	0.8742	0.5716	0.8988	0.4363	0.6758	3.74379359903217e-18	2.60737802417564e-127	1.03771537948317e-26
chr3	147139670	147143039	OD_hyper	OD_hyper	3370	68	614.514347106534	0.3829	0.6257	0.3385	0.6116	0.2523	0.5095	5.15580258041885e-16	6.6794798080483e-17	5.35141735122703e-43
chr14	29231652	29234981	OD_hyper	OD_hyper	3330	53	614.105891810495	0.0428	0.2914	0.05	0.2237	0.0423	0.2868	7.1487905034242e-39	1.15001181809178e-66	1.79957329782665e-190
chr11	119228894	119236813	OD_hyper	OD_hyper	7920	39	613.376410709552	0.2243	0.58	0.4501	0.8197	0.2459	0.6943	1.9802129011535e-57	1.29909438089056e-108	1.03646339243055e-233
chr2	65537303	65540380	OD_hyper	OD_hyper	3078	36	612.530660416335	0.55	0.9173	0.6139	0.9264	0.6355	0.9074	0	4.30776706127571e-273	2.46934045158329e-218
chr9	21987950	21993644	OD_hyper	OD_hyper	5695	51	612.246606640099	0.2974	0.5322	0.3439	0.6618	0.315	0.6714	4.30555198681162e-104	4.28408022711069e-78	2.8315935784606e-94
chr2	1793881	1796997	OD_hyper	OD_hyper	3117	41	612.001973118221	0.5978	0.9066	0.5365	0.8948	0.4653	0.7346	1.02587761463047e-47	4.66153339901993e-137	1.58821889772566e-19
chr12	90088690	90097288	OD_hyper	OD_hyper	8599	39	609.098978627476	0.5832	0.9133	0.5591	0.9067	0.6025	0.882	1.78890420229408e-21	5.90269741658237e-114	8.27519392940817e-106
chr19	13471543	13475546	OD_hyper	OD_hyper	4004	39	608.760007931472	0.3973	0.807	0.342	0.7735	0.2942	0.7634	1.44274585174582e-75	2.16669527926588e-138	1.60096624665919e-275
chr2	46066494	46073483	OD_hyper	OD_hyper	6990	60	608.75850603002	0.4955	0.7343	0.5187	0.7292	0.6213	0.79	9.69757147474165e-49	3.1028919168734e-91	7.72128389785353e-50
chr12	120428263	120431018	OD_hyper	OD_hyper	2756	28	608.511343702481	0.3375	0.7932	0.3436	0.7992	0.3787	0.8137	2.24155857491946e-178	6.18650077056401e-198	0
chr13	80056397	80062498	OD_hyper	OD_hyper	6102	36	608.075956727875	0.4582	0.8595	0.5438	0.8757	0.5084	0.859	4.02334606149644e-14	3.92832281904144e-111	1.29210345189437e-147
chr15	70489717	70495783	OD_hyper	OD_hyper	6067	29	606.25028530167	0.6447	0.8891	0.5141	0.8937	0.6961	0.925	6.47086460027085e-92	3.33607802466458e-161	0
chr13	110884446	110886801	OD_hyper	OD_hyper	2356	32	605.72311332058	0.503	0.9016	0.5065	0.89	0.6514	0.8875	2.1558847149825e-88	3.73004335435503e-182	7.55932595396261e-75
chr2	99481370	99488448	OD_hyper	OD_hyper	7079	39	605.512634904825	0.5942	0.8926	0.5706	0.8888	0.6857	0.8571	8.00117608227042e-31	6.12782235686829e-102	2.85233146414575e-77
chr3	71720511	71721809	OD_hyper	OD_hyper	1299	27	604.537143166227	0.3688	0.9359	0.392	0.9211	0.3542	0.8516	3.7441090116871e-54	7.80661198105829e-152	9.38830360480147e-151
chr6	80405216	80416751	OD_hyper	OD_hyper	11536	38	602.942443719391	0.5467	0.9137	0.611	0.8758	0.6618	0.8812	1.4164607222649e-25	3.72887227440354e-156	5.26739809040455e-78
chr5	141240778	141254573	OD_hyper	OD_hyper	13796	55	602.642974163429	0.5173	0.766	0.5468	0.7934	0.5418	0.6968	2.61011051845952e-48	1.03971119689456e-53	3.18527993678e-27
chr8	76316339	76319053	OD_hyper	OD_hyper	2715	40	598.497758277016	0.2465	0.4581	0.2916	0.6041	0.2961	0.5257	6.22473209646371e-43	2.88066157262299e-67	2.89475282927689e-32
chr3	38007994	38012000	OD_hyper	OD_hyper	4007	30	598.086908983279	0.45	0.8082	0.4515	0.8798	0.5001	0.8439	2.5977558200452e-125	4.01198237836034e-192	0
chr17	15924594	15927809	OD_hyper	OD_hyper	3216	29	598.071841881487	0.5096	0.8908	0.5292	0.9125	0.619	0.894	7.80812971243224e-146	4.83620993219403e-226	4.736920253094e-196
chr5	88180321	88185103	OD_hyper	OD_hyper	4783	33	595.148538183614	0.0908	0.4718	0.0929	0.5005	0.1299	0.52	1.90804804854523e-111	1.57496365039476e-199	1.17690592804826e-177
chr10	10404937	10408567	OD_hyper	OD_hyper	3631	31	595.001284779139	0.4663	0.9319	0.469	0.9236	0.5475	0.9285	3.49144092724624e-31	3.07773104840229e-211	3.4205116482368e-155
chr5	152871146	152881209	OD_hyper	OD_hyper	10064	31	594.77400179537	0.2778	0.6402	0.371	0.7188	0.3719	0.7103	7.13299160431375e-134	2.30951856519366e-210	3.62067201376043e-135
chr10	12525830	12530513	OD_hyper	OD_hyper	4684	35	594.742015162716	0.3909	0.8961	0.4199	0.8378	0.5367	0.8225	4.35678859723708e-68	1.24488095518786e-286	2.76559695485946e-100
chr16	10263056	10272581	OD_hyper	OD_hyper	9526	37	593.481396474831	0.4749	0.8858	0.5071	0.8519	0.447	0.8347	9.23141282782657e-26	8.50854926872727e-197	4.04920118400098e-186
chr5	92899070	92907620	OD_hyper	OD_hyper	8551	51	592.221368772347	0.4996	0.6982	0.6782	0.8941	0.3507	0.5323	2.13854693762205e-55	9.35854578063017e-57	2.61661700331149e-29
chr13	36700265	36709291	OD_hyper	OD_hyper	9027	33	591.893080530553	0.1541	0.3193	0.4535	0.8009	0.3626	0.6504	4.81769466745412e-79	3.68538961616067e-69	2.49602339092918e-38
chr1	116935913	116941269	OD_hyper	OD_hyper	5357	49	588.27503466626	0.6059	0.8613	0.6741	0.8932	0.6851	0.8764	1.03827181058545e-17	1.33250063089015e-53	1.05127083945819e-50
chr10	83636415	83640632	OD_hyper	OD_hyper	4218	29	587.848206308843	0.1201	0.5753	0.1271	0.5766	0.1144	0.3584	7.39401629173167e-72	1.85475666665392e-92	2.56289898790622e-135
chr10	11160833	11167005	OD_hyper	OD_hyper	6173	36	586.934889902173	0.5033	0.8892	0.58	0.8925	0.4976	0.9216	1.31988330261519e-61	1.17859750974563e-106	1.17470671027925e-200
chr4	183167473	183168844	OD_hyper	OD_hyper	1372	29	585.789564830207	0.366	0.871	0.4105	0.8701	0.4511	0.9338	2.59997343943907e-37	4.86525365681533e-128	5.04178847094653e-108
chr1	85149852	85155232	OD_hyper	OD_hyper	5381	30	585.444922843484	0.3518	0.7894	0.4024	0.7907	0.2822	0.7821	7.35960513075673e-46	5.19908556564977e-157	0
chr19	13612673	13615864	OD_hyper	OD_hyper	3192	28	584.791190888169	0.2355	0.7194	0.3165	0.8179	0.1952	0.6521	1.4543094740778e-299	3.20636305850374e-218	0
chr6	143428216	143434197	OD_hyper	OD_hyper	5982	33	584.25379640727	0.5289	0.9253	0.6336	0.9218	0.649	0.9152	2.19960887729437e-42	9.89998136456366e-134	6.59563653629639e-123
chr15	77950308	77965390	OD_hyper	OD_hyper	15083	42	583.862615653566	0.5535	0.8737	0.6198	0.8734	0.5691	0.8084	1.21798320055108e-18	7.22903693023979e-136	1.43225878107618e-73
chr7	133074795	133081846	OD_hyper	OD_hyper	7052	30	583.07965513025	0.4239	0.912	0.5417	0.887	0.591	0.9068	6.75509543578813e-47	0	4.19743677686476e-201
chr3	35786480	35801871	OD_hyper	OD_hyper	15392	48	583.043868969739	0.5005	0.7966	0.5358	0.7837	0.5196	0.8021	6.67678128938976e-11	3.34315127716854e-48	2.55630804173829e-88
chr1	42132126	42140235	OD_hyper	OD_hyper	8110	28	582.722898493037	0.4928	0.9285	0.5648	0.9265	0.6805	0.9131	1.10988859619411e-50	0	8.05620441376428e-247
chr1	92659870	92663331	OD_hyper	OD_hyper	3462	36	582.413247605163	0.487	0.9426	0.6054	0.94	0.6423	0.9352	5.47224512338882e-37	1.27902252366413e-189	7.14605961337687e-152
chr12	110721586	110726027	OD_hyper	OD_hyper	4442	37	580.989842275852	0.4125	0.7756	0.5222	0.8369	0.4852	0.7834	2.8906731297934e-52	4.10560728995764e-112	2.09144625175935e-149
chr11	70503062	70507601	OD_hyper	OD_hyper	4540	34	580.544227115196	0.4378	0.8486	0.4223	0.7499	0.3367	0.7901	4.02184457692925e-57	1.24859726862816e-226	3.1431508918924e-166
chr10	11312412	11316405	OD_hyper	OD_hyper	3994	38	579.649224320513	0.3927	0.787	0.3895	0.7121	0.4605	0.8603	5.13192474025629e-26	7.69732411942867e-68	0
chr6	143081489	143087088	OD_hyper	OD_hyper	5600	35	579.562426208232	0.5597	0.9177	0.6323	0.9186	0.4431	0.8952	2.57917042945225e-37	2.42626228371727e-109	6.03575339155615e-250
chr9	126775848	126780399	OD_hyper	OD_hyper	4552	44	577.845532347769	0.1084	0.3416	0.144	0.4945	0.1387	0.4911	2.99694470503435e-21	9.596593093737e-45	1.1426137340019e-109
chr15	99194256	99196123	OD_hyper	OD_hyper	1868	42	577.318658585764	0.1403	0.3947	0.1212	0.4368	0.1297	0.4254	6.11563155337546e-28	4.27910143067606e-33	1.85949243392082e-58
chr3	10743546	10748281	OD_hyper	OD_hyper	4736	29	576.519484127961	0.3144	0.7575	0.5059	0.8968	0.386	0.8953	3.06554125492715e-40	8.55863474575125e-102	0
chr12	4386687	4392151	OD_hyper	OD_hyper	5465	34	576.190913603246	0.3739	0.6285	0.3592	0.696	0.415	0.6871	3.59492766209847e-75	9.11546598740674e-39	5.84734354872747e-68
chr12	3729693	3734430	OD_hyper	OD_hyper	4738	31	575.02217091934	0.4518	0.8795	0.4605	0.8452	0.4453	0.8247	1.56709450621957e-77	1.77441504215421e-186	1.10937276563408e-135
chr7	101555711	101558938	OD_hyper	OD_hyper	3228	36	574.602654870804	0.4076	0.8135	0.4007	0.8627	0.4337	0.7367	7.46945006473845e-41	6.54550350073117e-83	1.3685233599373e-45
chr1	6388720	6399795	OD_hyper	OD_hyper	11076	52	573.279214667174	0.5165	0.8038	0.5084	0.8259	0.571	0.838	9.17959985708273e-103	4.50827173707976e-208	4.02061666060337e-294
chr14	64887675	64892130	OD_hyper	OD_hyper	4456	46	572.589354286447	0.6279	0.8807	0.6444	0.8709	0.6878	0.854	3.0221268904163e-35	1.60513828856823e-95	1.26706160494346e-57
chr1	110677080	110681754	OD_hyper	OD_hyper	4675	32	571.917673126915	0.374	0.7368	0.4051	0.7425	0.3173	0.6215	3.05428373447539e-46	4.57194058013825e-101	1.53661067441873e-55
chr1	230519440	230522765	OD_hyper	OD_hyper	3326	28	571.552326361612	0.5335	0.9318	0.4929	0.8949	0.4374	0.8538	9.45446907836556e-95	0	3.5431349383446e-236
chr20	14304699	14312462	OD_hyper	OD_hyper	7764	43	569.911970446808	0.6614	0.894	0.6409	0.9183	0.6754	0.9004	8.0899183343097e-130	4.85898438339616e-81	8.77843380766209e-100
chr5	17230997	17236253	OD_hyper	OD_hyper	5257	48	569.727280277383	0.5736	0.8533	0.5311	0.8601	0.4793	0.879	1.33334911298552e-35	2.783933391453e-103	1.23433883951912e-96
