Category	Term	chr	str	end	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD
interaction	HGD_OliG2_hyper	chr11	20692605	20692906	302	10	43.1783038184105	0.0879	0.278	0.144	0.1412	0.1603	0.0996
interaction	HGD_OliG2_hyper	chr3	74570161	74570682	522	5	42.3298369077934	0.4756	0.7217	0.537	0.485	0.6152	0.393
interaction	HGD_OliG2_hyper	chr8	136827143	136827627	485	5	42.1008641584167	0.1434	0.4096	0.2284	0.1054	0.0135	0.0216
interaction	HGD_OliG2_hyper	chr5	88610981	88611270	290	7	41.843005464767	0.385	0.7792	0.3922	0.4659	0.4459	0.1613
interaction	HGD_OliG2_hyper	chr13	33712445	33712774	330	6	41.6280494222194	0.1389	0.8993	0.1868	0.614	0.2405	0.5376
interaction	HGD_OliG2_hyper	chr15	29968939	29969516	578	7	41.5846395111543	0.1995	0.8494	0.2497	0.4551	0.5292	0.262
interaction	HGD_OliG2_hyper	chr2	204194604	204194864	261	8	41.5519036105791	0.2497	0.7383	0.0394	0.2037	0.0229	0.1521
interaction	HGD_OliG2_hyper	chr8	10269405	10269872	468	6	41.3839951862834	0.6882	0.9587	0.5783	0.6815	0.6265	0.6914
interaction	HGD_OliG2_hyper	chr16	62332180	62332430	251	6	41.3329147809225	0.4784	0.7232	0.5007	0.3625	0.1583	0.1025
interaction	HGD_OliG2_hyper	chr5	43034610	43034966	357	8	41.0897092319831	0.3605	0.6791	0.4906	0.489	0.0949	0.104
interaction	HGD_OliG2_hyper	chr15	29586702	29587141	440	5	41.0823161071056	0.6066	0.8154	0.6372	0.5688	0.6742	0.5942
interaction	HGD_OliG2_hyper	chr9	1049175	1049447	273	8	40.8225712236568	0.1355	0.4555	0.1008	0.1694	0.0603	0.0916
interaction	HGD_OliG2_hyper	chr10	3235411	3235504	94	7	40.7304488916472	0.0388	0.4146	0.0154	0.0433	0.0729	0.1033
interaction	HGD_OliG2_hyper	chr9	1053757	1054148	392	8	40.6983240262824	0.1399	0.4485	0.0867	0.1089	0.1321	0.1252
interaction	HGD_OliG2_hyper	chr15	50977568	50977632	65	7	40.5314964181469	0.4186	0.6674	0.5217	0.4512	0.1544	0.134
interaction	HGD_OliG2_hyper	chr5	7505615	7505967	353	7	40.5211207998007	0.1741	0.6877	0.2774	0.4252	0.1645	0.3128
interaction	HGD_OliG2_hyper	chr5	131008450	131008735	286	6	40.2120008461836	0.3892	0.7685	0.3469	0.2848	0.3071	0.4609
interaction	HGD_OliG2_hyper	chr9	1046631	1046785	155	10	40.0597511471641	0.1165	0.3691	0.0952	0.1013	0.0647	0.0904
interaction	HGD_OliG2_hyper	chr15	29640423	29640881	459	6	39.5419763128644	0.3205	0.7726	0.3554	0.3853	0.0892	0.046
interaction	HGD_OliG2_hyper	chr17	79317531	79317638	108	9	39.3869534422139	0.0348	0.286	0.0138	0.0642	0.0397	0.0467
interaction	HGD_OliG2_hyper	chr7	130699365	130699732	368	5	39.1893824540715	0.309	0.9128	0.4862	0.5482	0.5756	0.3543
interaction	HGD_OliG2_hyper	chr8	20130849	20131054	206	6	39.0299260772875	0.48	0.8189	0.4534	0.3286	0.2933	0.4036
interaction	HGD_OliG2_hyper	chr20	60261148	60261416	269	5	38.789584465453	0.4944	0.8257	0.516	0.349	0.5553	0.3494
interaction	HGD_OliG2_hyper	chr7	39501912	39502180	269	5	38.3436016549915	0.59	0.8986	0.7714	0.6795	0.738	0.5515
interaction	HGD_OliG2_hyper	chr9	1048417	1048649	233	8	38.1105410031514	0.1131	0.3426	0.0616	0.0615	0.0463	0.0984
interaction	HGD_OliG2_hyper	chr2	7518620	7518881	262	9	38.0791718521791	0.3639	0.8902	0.4352	0.7055	0.4067	0.6644
interaction	HGD_OliG2_hyper	chr4	33660247	33661086	840	6	37.8857567469074	0.4524	0.7786	0.4915	0.4446	0.3308	0.234
interaction	HGD_OliG2_hyper	chr11	17861285	17862022	738	4	37.8214632659892	0.3282	0.7382	0.3719	0.1418	0.3562	0.3622
interaction	HGD_OliG2_hyper	chr16	83566116	83566471	356	5	37.7695896325695	0.4031	0.7581	0.3389	0.1398	0.2071	0.178
interaction	HGD_OliG2_hyper	chr6	157208945	157209661	717	7	37.5047081330117	0.3887	0.5998	0.4557	0.409	0.1944	0.1578
interaction	HGD_OliG2_hyper	chr6	123111508	123111930	423	8	37.5043881505101	0.2338	0.4095	0.3066	0.2382	0.2677	0.3172
interaction	HGD_OliG2_hyper	chr22	44916300	44916653	354	6	37.4639482613732	0.336	0.7585	0.3517	0.4059	0.366	0.5798
interaction	HGD_OliG2_hyper	chr10	28127229	28127802	574	7	37.0501805200715	0.3409	0.593	0.2521	0.2536	0.1699	0.1769
interaction	HGD_OliG2_hyper	chr12	113297559	113298427	869	6	36.7712435611617	0.4828	0.8044	0.5893	0.5716	0.6298	0.6196
interaction	HGD_OliG2_hyper	chr1	26012876	26013074	199	7	36.5623788821753	0.4354	0.739	0.4465	0.4179	0.5307	0.2686
interaction	HGD_OliG2_hyper	chr5	121518089	121518975	887	7	36.4928011787098	0.2665	0.6954	0.3532	0.3565	0.2623	0.2281
interaction	HGD_OliG2_hyper	chr14	91833410	91833642	233	7	36.445892732673	0.4397	0.7077	0.5115	0.427	0.4864	0.4136
interaction	HGD_OliG2_hyper	chr10	125019482	125019947	466	9	36.3656125278819	0.4356	0.9168	0.5061	0.7775	0.6182	0.5964
interaction	HGD_OliG2_hyper	chr12	99397869	99399447	1579	12	36.1740642359197	0.4636	0.6176	0.3477	0.3426	0.333	0.1989
interaction	HGD_OliG2_hyper	chr2	3776095	3776364	270	4	35.8022731568509	0.1063	0.7561	0.0746	0.1174	0.2105	0.3612
interaction	HGD_OliG2_hyper	chr21	33247923	33248107	185	10	35.4435948739551	0.0878	0.4818	0.0974	0.3018	0.0708	0.0393
interaction	HGD_OliG2_hyper	chr13	46426026	46426375	350	8	35.1991627066759	0.0503	0.4841	0.0359	0.1741	0.014	0.1298
interaction	HGD_OliG2_hyper	chr22	34434884	34435203	320	7	35.1169143973751	0.4044	0.7134	0.454	0.459	0.299	0.393
interaction	HGD_OliG2_hyper	chr3	11746183	11746322	140	8	35.0541755681923	0.2689	0.8678	0.3834	0.7232	0.3879	0.5729
interaction	HGD_OliG2_hyper	chr11	22361707	22362209	503	9	34.9277711308335	0.2624	0.4872	0.3857	0.3753	0.2877	0.3435
interaction	HGD_OliG2_hyper	chr14	89256946	89257861	916	7	34.5897758097476	0.4253	0.7085	0.5121	0.5089	0.4107	0.6044
interaction	HGD_OliG2_hyper	chr6	13015692	13016135	444	7	34.4922373430407	0.3699	0.6865	0.39	0.4253	0.4547	0.4431
interaction	HGD_OliG2_hyper	chr13	111538511	111538846	336	5	34.4065798781333	0.5893	0.7973	0.3581	0.2753	0.1972	0.0133
interaction	HGD_OliG2_hyper	chr13	44733120	44733395	276	9	34.094945812925	0.5498	0.9327	0.5341	0.7208	0.4967	0.666
interaction	HGD_OliG2_hyper	chr2	56493590	56494699	1110	6	34.0926679373881	0.3703	0.8624	0.5426	0.7101	0.4722	0.5715
interaction	HGD_OliG2_hyper	chr8	81525491	81525547	57	5	33.9124177443639	0.2338	0.6826	0.162	0.187	0.0282	0.0783
interaction	HGD_OliG2_hyper	chr2	171574180	171574448	269	5	33.8635968584121	0.3909	0.6905	0.345	0.3026	0.3466	0.4369
interaction	HGD_OliG2_hyper	chr8	102772417	102772842	426	8	33.6992001294763	0.4982	0.7245	0.5817	0.5286	0.3161	0.268
interaction	HGD_OliG2_hyper	chr21	17911425	17911688	264	7	33.5091291680603	0.5353	0.8897	0.5284	0.6172	0.5829	0.7039
interaction	HGD_OliG2_hyper	chr10	75864130	75864580	451	6	33.3765980986888	0.4061	0.8439	0.3661	0.5451	0.3251	0.5738
interaction	HGD_OliG2_hyper	chr4	47035437	47035796	360	6	33.3727399009287	0.2629	0.5735	0.2386	0.1879	0.2409	0.3535
interaction	HGD_OliG2_hyper	chr10	128004262	128004492	231	6	33.1656652251819	0.6991	0.9021	0.6477	0.6007	0.7402	0.6997
interaction	HGD_OliG2_hyper	chr3	197686318	197686651	334	7	32.7223908268052	0.1796	0.451	0.0779	0.0909	0.0339	0.0509
interaction	HGD_OliG2_hyper	chr2	222322632	222323865	1234	6	32.1285321558751	0.667	0.8928	0.7681	0.6813	0.7254	0.6482
interaction	HGD_OliG2_hyper	chr16	81038728	81038886	159	8	31.8424305439518	0.2133	0.5827	0.1146	0.2114	0.0996	0.2015
interaction	HGD_OliG2_hyper	chr15	63673248	63673420	173	8	31.7871404804566	0.0878	0.2796	0.074	0.0351	0.1093	0.0612
interaction	HGD_OliG2_hyper	chr7	3901643	3902030	388	6	31.7345250574437	0.432	0.7381	0.3916	0.414	0.2351	0.1836
interaction	HGD_OliG2_hyper	chr6	3032270	3032669	400	6	31.7201450273958	0.5457	0.881	0.2868	0.3178	0.4026	0.3699
interaction	HGD_OliG2_hyper	chr13	26068506	26069012	507	7	31.6947673361282	0.3447	0.6624	0.4457	0.5191	0.4033	0.4904
interaction	HGD_OliG2_hyper	chr9	74060816	74061191	376	5	31.6593205977071	0.192	0.471	0.0801	0.0409	0.0487	0.0259
interaction	HGD_OliG2_hyper	chr17	40138105	40138395	291	7	31.5255628797986	0.5096	0.9247	0.6557	0.7985	0.5747	0.6869
interaction	HGD_OliG2_hyper	chr9	1052762	1053671	910	6	31.3765834587393	0.1128	0.3552	0.1063	0.1036	0.0647	0.0578
interaction	HGD_OliG2_hyper	chr2	222290662	222291109	448	6	31.3156405983436	0.3485	0.8884	0.4034	0.6337	0.409	0.6125
interaction	HGD_OliG2_hyper	chr12	15551161	15551584	424	6	31.3147411733716	0.3143	0.7202	0.3571	0.5566	0.3036	0.0517
interaction	HGD_OliG2_hyper	chr15	70325673	70325780	108	7	31.2841263013311	0.3745	0.7028	0.4705	0.4468	0.1638	0.1797
interaction	HGD_OliG2_hyper	chr1	60518027	60518785	759	7	31.1956719910852	0.3278	0.5727	0.4175	0.4433	0.2182	0.1818
interaction	HGD_OliG2_hyper	chr2	187603107	187604628	1522	5	31.1858077502152	0.5416	0.9078	0.7261	0.7849	0.7968	0.8302
interaction	HGD_OliG2_hyper	chr13	111941676	111942825	1150	8	31.1787313202177	0.5482	0.883	0.6335	0.698	0.5428	0.4041
interaction	HGD_OliG2_hyper	chr15	30230782	30231067	286	4	31.1178845826359	0.59	0.8364	0.422	0.2404	0.4135	0.3397
interaction	HGD_OliG2_hyper	chr1	85068325	85070325	2001	8	31.08650553417	0.621	0.7967	0.2754	0.2193	0.3852	0.3588
interaction	HGD_OliG2_hyper	chr18	4352905	4353302	398	7	30.9266025750819	0.4076	0.6274	0.3677	0.3464	0.4202	0.3163
interaction	HGD_OliG2_hyper	chr7	69597213	69597447	235	6	30.8629239065154	0.4586	0.7311	0.2933	0.2012	0.4735	0.337
interaction	HGD_OliG2_hyper	chr20	8287399	8287868	470	6	30.6623442459702	0.2984	0.7669	0.3285	0.5334	0.4818	0.4754
interaction	HGD_OliG2_hyper	chr3	15978049	15978235	187	6	30.5879813566487	0.1416	0.8348	0.1032	0.4546	0.1348	0.3351
interaction	HGD_OliG2_hyper	chr3	124103021	124104055	1035	5	30.3278903738652	0.2143	0.6511	0.165	0.3588	0.1151	0.318
interaction	HGD_OliG2_hyper	chr16	13910969	13911543	575	5	30.3149757086422	0.3621	0.7853	0.3976	0.4075	0.3433	0.3142
interaction	HGD_OliG2_hyper	chr10	65302753	65304634	1882	8	29.9494499111537	0.5844	0.8022	0.64	0.6302	0.5956	0.4878
interaction	HGD_OliG2_hyper	chr7	110733208	110734037	830	7	29.863077231288	0.1111	0.5502	0.0712	0.2346	0.0524	0.0622
interaction	HGD_OliG2_hyper	chr20	60963814	60964538	725	6	29.5674802173442	0.3935	0.8293	0.5621	0.6247	0.5926	0.7057
interaction	HGD_OliG2_hyper	chr9	37652014	37652122	109	5	29.5666048756018	0.1658	0.8048	0.2354	0.5459	0.1643	0.6247
interaction	HGD_OliG2_hyper	chr20	51365169	51365660	492	7	29.55768624313	0.3167	0.568	0.3194	0.3278	0.3675	0.4259
interaction	HGD_OliG2_hyper	chr13	88327174	88327845	672	5	29.5398759360753	0.2748	0.6406	0.239	0.3092	0.1553	0.2023
interaction	HGD_OliG2_hyper	chr1	36182797	36183586	790	7	29.3256606798403	0.0592	0.6204	0.0143	0.2316	0.0951	0.4253
interaction	HGD_OliG2_hyper	chr4	3239480	3239722	243	7	29.3073181683544	0.2711	0.8031	0.4371	0.6429	0.0772	0.3114
interaction	HGD_OliG2_hyper	chr16	75183231	75183374	144	7	29.0958814935331	0.0365	0.3885	0.0255	0.1055	0.0243	0.0489
interaction	HGD_OliG2_hyper	chr8	6620847	6621274	428	5	28.9845952061857	0.5251	0.7568	0.6383	0.58	0.6434	0.4314
interaction	HGD_OliG2_hyper	chr5	113739169	113739817	649	7	28.7315051247571	0.3197	0.7134	0.2973	0.493	0.4076	0.2558
interaction	HGD_OliG2_hyper	chr1	38510105	38510182	78	8	28.6258886348426	0.0764	0.337	0.1318	0.1808	0.1121	0.2368
interaction	HGD_OliG2_hyper	chr3	107647300	107647487	188	6	28.5731111443827	0.2066	0.7293	0.1455	0.3663	0.1134	0.3027
interaction	HGD_OliG2_hyper	chr1	47070278	47070665	388	4	28.3339884506486	0.4578	0.6971	0.2502	0.1239	0.3137	0.1407
interaction	HGD_OliG2_hyper	chr4	184908180	184908404	225	9	28.1812469495439	0.1523	0.7293	0.0906	0.4638	0.0937	0.3186
interaction	HGD_OliG2_hyper	chr19	39831555	39831748	194	5	27.9614325591583	0.1341	0.5374	0.0102	0.0549	0.2013	0.1586
interaction	HGD_OliG2_hyper	chr4	151045396	151046259	864	5	27.71777162895	0.2134	0.6346	0.2978	0.3407	0.3474	0.4606
interaction	HGD_OliG2_hyper	chr8	64883803	64884433	631	7	27.706411640867	0.4772	0.6686	0.5519	0.5589	0.5066	0.3651
interaction	HGD_OliG2_hyper	chr14	91130169	91130522	354	5	27.4148120767883	0.2837	0.5607	0.1243	0.0914	0.1094	0.1673
interaction	HGD_OliG2_hyper	chr3	18397179	18397804	626	5	27.2776622842589	0.5344	0.8255	0.4403	0.4707	0.5753	0.4336
interaction	HGD_OliG2_hyper	chr8	35398609	35398800	192	6	27.0632635517075	0.5203	0.9037	0.6347	0.7756	0.4312	0.3451
interaction	HGD_OliG2_hyper	chr4	99851003	99851115	113	7	26.9714423995987	0.0646	0.2576	0.0038	0.0036	0.0164	0.0408
interaction	HGD_OliG2_hyper	chr13	114107411	114108317	907	6	26.919796654074	0.3953	0.7017	0.5049	0.5867	0.5731	0.3262
interaction	HGD_OliG2_hyper	chr2	12249743	12250443	701	5	26.7880817302467	0.4379	0.59	0.4305	0.3209	0.4644	0.427
interaction	HGD_OliG2_hyper	chr18	20668215	20668496	282	5	26.6706231409805	0.4527	0.8632	0.3151	0.406	0.4467	0.0405
interaction	HGD_OliG2_hyper	chr1	37050173	37050229	57	5	26.5453353172685	0.1972	0.6143	0.2291	0.2886	0.0411	0.0177
interaction	HGD_OliG2_hyper	chr8	18613341	18613609	269	7	26.5278599487708	0.3561	0.8391	0.4058	0.6719	0.1384	0.0791
interaction	HGD_OliG2_hyper	chr2	180420796	180421332	537	6	26.4825448871193	0.4551	0.8485	0.5543	0.7285	0.5384	0.4968
interaction	HGD_OliG2_hyper	chr3	143316491	143316827	337	5	26.1228436938436	0.2873	0.8898	0.3141	0.6333	0.0902	0.1499
interaction	HGD_OliG2_hyper	chr16	49735575	49736140	566	5	26.0594333379885	0.4253	0.7867	0.5557	0.6052	0.3668	0.4976
interaction	HGD_OliG2_hyper	chr6	107281296	107281608	313	4	26.0590911689895	0.3737	0.8719	0.257	0.3938	0.482	0.6217
interaction	HGD_OliG2_hyper	chr18	70208700	70208896	197	6	26.038938225457	0.2712	0.6114	0.3113	0.3668	0.2036	0.3287
interaction	HGD_OliG2_hyper	chr2	222345159	222345883	725	6	26.0170918892085	0.5324	0.9288	0.6154	0.8203	0.647	0.459
interaction	HGD_OliG2_hyper	chr8	8178019	8178598	580	5	25.8855059470478	0.697	0.9263	0.7486	0.7315	0.2122	0.2205
interaction	HGD_OliG2_hyper	chr5	107214858	107215259	402	6	25.7857100733021	0.3871	0.9182	0.3554	0.6987	0.2947	0.6828
interaction	HGD_OliG2_hyper	chr6	92364563	92364756	194	4	25.6199903776735	0.185	0.7061	0.2951	0.4253	0.4494	0.4985
interaction	HGD_OliG2_hyper	chr5	119801989	119802664	676	6	25.5891432325284	0.2077	0.7476	0.3058	0.6335	0.2148	0.6521
interaction	HGD_OliG2_hyper	chr2	9125026	9125554	529	6	25.5303864613272	0.4121	0.5855	0.3825	0.301	0.3229	0.2841
interaction	HGD_OliG2_hyper	chr15	65822255	65822356	102	5	25.5097517180568	0.3544	0.5963	0.3786	0.4025	0.2713	0.2338
interaction	HGD_OliG2_hyper	chr6	9139337	9139775	439	4	25.4773389465007	0.3843	0.6825	0.4982	0.4708	0.4266	0.2723
interaction	HGD_OliG2_hyper	chr13	111908672	111908938	267	5	25.440891844097	0.4706	0.9526	0.6239	0.6924	0.8517	0.5506
interaction	HGD_OliG2_hyper	chr18	44256237	44256337	101	5	25.3287925598876	0.4846	0.8458	0.6095	0.6224	0.5061	0.4083
interaction	HGD_OliG2_hyper	chr22	36236078	36236760	683	6	25.2760915918033	0.0461	0.3551	0.0186	0.0949	0.012	0.1502
interaction	HGD_OliG2_hyper	chr6	124323336	124324257	922	5	25.1309837431344	0.4529	0.7826	0.444	0.432	0.2052	0.2296
interaction	HGD_OliG2_hyper	chr4	114068038	114068471	434	5	24.9007860536313	0.4611	0.7889	0.4541	0.422	0.2118	0.2935
interaction	HGD_OliG2_hyper	chr6	132811540	132811784	245	5	24.7791375590972	0.2666	0.8264	0.2556	0.5642	0.4681	0.585
interaction	HGD_OliG2_hyper	chr4	46958544	46958701	158	4	24.7359807980223	0.1393	0.6256	0.1136	0.222	0.4451	0.1905
interaction	HGD_OliG2_hyper	chr22	44192194	44192562	369	5	24.6718489467149	0.1041	0.6497	0.1959	0.4482	0.1044	0.064
interaction	HGD_OliG2_hyper	chr4	186646063	186647322	1260	5	24.6345140397306	0.7696	0.9315	0.7756	0.7878	0.8228	0.8503
interaction	HGD_OliG2_hyper	chr4	128554477	128554741	265	5	24.6240659297791	0.0386	0.2691	0.0186	0.0425	0.0215	0.0696
interaction	HGD_OliG2_hyper	chr5	141393332	141393597	266	6	24.6240272697747	0.5061	0.8033	0.6001	0.6164	0.5078	0.6153
interaction	HGD_OliG2_hyper	chr21	39107300	39107408	109	5	24.6130781019508	0.5091	0.8539	0.3699	0.4092	0.3799	0.2786
interaction	HGD_OliG2_hyper	chr6	136152365	136152587	223	4	24.5024059665181	0.2206	0.6575	0.2491	0.3369	0.2572	0.3858
interaction	HGD_OliG2_hyper	chr3	40138419	40138670	252	4	24.3983771668237	0.2369	0.4035	0.2845	0.1645	0.116	0.0578
interaction	HGD_OliG2_hyper	chr20	62418967	62419037	71	6	24.3243522308355	0.4433	0.89	0.4676	0.6022	0.5028	0.6077
interaction	HGD_OliG2_hyper	chr9	74129843	74130198	356	5	24.2260081068257	0.3352	0.7544	0.4779	0.5589	0.3732	0.5577
interaction	HGD_OliG2_hyper	chr11	133887882	133888302	421	5	24.2234507603763	0.3215	0.8788	0.3899	0.5493	0.458	0.5719
interaction	HGD_OliG2_hyper	chr8	28592605	28592791	187	6	24.0410889095171	0.1661	0.7859	0.2729	0.6528	0.2148	0.6436
interaction	HGD_OliG2_hyper	chr6	110497491	110499183	1693	6	24.0347050432165	0.309	0.7256	0.3234	0.5471	0.2129	0.2815
interaction	HGD_OliG2_hyper	chr4	594869	595164	296	5	23.9292173710226	0.3444	0.8461	0.4518	0.6605	0.5082	0.6403
interaction	HGD_OliG2_hyper	chr18	38806248	38807389	1142	7	23.8520006447409	0.7013	0.8797	0.5749	0.5935	0.4781	0.5752
interaction	HGD_OliG2_hyper	chr15	26937995	26940118	2124	4	23.8179960980843	0.8007	0.9224	0.7158	0.6664	0.6858	0.7119
interaction	HGD_OliG2_hyper	chr10	65519923	65520631	709	5	23.7387854274399	0.3598	0.8248	0.4353	0.6438	0.2942	0.5716
interaction	HGD_OliG2_hyper	chr14	91820651	91820898	248	5	23.6518164322396	0.3625	0.7546	0.4788	0.5319	0.1795	0.3355
interaction	HGD_OliG2_hyper	chr6	33807881	33808035	155	4	23.6139173989764	0.5384	0.7688	0.2313	0.0704	0.1211	0.0132
interaction	HGD_OliG2_hyper	chr13	98082992	98083351	360	4	23.3715516623132	0.201	0.6938	0.1141	0.2887	0.3617	0.142
interaction	HGD_OliG2_hyper	chr5	168445589	168445767	179	5	22.9709739195584	0.4282	0.9449	0.3994	0.704	0.3993	0.5322
interaction	HGD_OliG2_hyper	chr4	140461975	140462237	263	5	22.5443486343262	0.7245	0.9096	0.7605	0.7284	0.6309	0.5126
interaction	HGD_OliG2_hyper	chr5	173534657	173534883	227	6	22.4641255998725	0.5083	0.8515	0.5	0.6316	0.317	0.2568
interaction	HGD_OliG2_hyper	chr14	100851573	100851839	267	4	22.3872422086761	0.1799	0.4564	0.068	0.1165	0.0377	0.028
interaction	HGD_OliG2_hyper	chr10	115805921	115806182	262	7	22.3345054111062	0.2302	0.5883	0.2403	0.3901	0.1356	0.1834
interaction	HGD_OliG2_hyper	chr14	61122940	61123006	67	4	22.1793024939058	0.1493	0.7905	0.1187	0.3742	0.092	0.4229
interaction	HGD_OliG2_hyper	chr7	50725080	50725224	145	5	22.1468399679627	0.1398	0.3755	0.1117	0.1277	0.0494	0.0708
interaction	HGD_OliG2_hyper	chr8	106154611	106155085	475	5	22.0593258560388	0.2276	0.5057	0.3192	0.3398	0.3714	0.1768
interaction	HGD_OliG2_hyper	chr5	76545743	76545874	132	4	22.0305316231289	0.2547	0.8943	0.2969	0.6686	0.3693	0.3402
interaction	HGD_OliG2_hyper	chr2	3197412	3197729	318	4	21.9449802580976	0.3557	0.8988	0.4992	0.706	0.3173	0.561
interaction	HGD_OliG2_hyper	chr5	2537483	2537634	152	5	21.938294663441	0.2188	0.5397	0.1274	0.1396	0.3853	0.3136
interaction	HGD_OliG2_hyper	chr18	29824710	29825197	488	5	21.9265362440186	0.4964	0.8275	0.5841	0.7115	0.5057	0.4424
interaction	HGD_OliG2_hyper	chr2	2838207	2838478	272	5	21.901885538076	0.3448	0.9322	0.3244	0.7391	0.454	0.7537
interaction	HGD_OliG2_hyper	chr13	105300755	105300993	239	4	21.7669297061667	0.3894	0.7757	0.0298	0.063	0.2998	0.1795
interaction	HGD_OliG2_hyper	chr12	100660132	100660192	61	4	21.7240464219376	0.3546	0.7143	0.1089	0.1	0.2913	0.1743
interaction	HGD_OliG2_hyper	chr14	86079981	86080447	467	4	21.6952118166014	0.6408	0.8938	0.5291	0.5358	0.5428	0.6649
interaction	HGD_OliG2_hyper	chr19	56905337	56905480	144	6	21.6420662200872	0.0901	0.3375	0.0307	0.0617	0.0071	0.0116
interaction	HGD_OliG2_hyper	chr1	55350823	55351739	917	5	21.6356207816049	0.3994	0.6676	0.4469	0.4252	0.2002	0.3031
interaction	HGD_OliG2_hyper	chr17	37050859	37051093	235	4	21.5686026456533	0.6377	0.8907	0.5309	0.4543	0.766	0.6259
interaction	HGD_OliG2_hyper	chr11	61212762	61213274	513	4	21.5227018435434	0.3577	0.7918	0.385	0.4717	0.3351	0.5245
interaction	HGD_OliG2_hyper	chr10	75863791	75863980	190	5	21.4766430311988	0.5774	0.7082	0.5798	0.4973	0.5837	0.5423
interaction	HGD_OliG2_hyper	chr12	71995067	71996640	1574	5	21.2972066570755	0.689	0.8932	0.6644	0.7468	0.5906	0.7192
interaction	HGD_OliG2_hyper	chr15	51471312	51471995	684	4	21.1788448925955	0.762	0.9452	0.7423	0.7026	0.6001	0.7173
interaction	HGD_OliG2_hyper	chr19	49342206	49342328	123	4	20.9380708099486	0.4843	0.8269	0.4995	0.4724	0.174	0.1554
interaction	HGD_OliG2_hyper	chr13	72098987	72099077	91	6	20.8182025912897	0.4337	0.8595	0.4896	0.7104	0.5297	0.4443
interaction	HGD_OliG2_hyper	chr7	134056248	134056540	293	4	20.7882968607972	0.6372	0.8681	0.6238	0.6307	0.6239	0.7374
interaction	HGD_OliG2_hyper	chr1	88968535	88969095	561	4	20.7688292639209	0.4151	0.8763	0.3781	0.5781	0.2695	0.5935
interaction	HGD_OliG2_hyper	chr3	123949970	123950237	268	4	20.7474058877891	0.5137	0.78	0.6148	0.5847	0.6136	0.5513
interaction	HGD_OliG2_hyper	chr16	79623272	79623374	103	5	20.6121129106081	0.2449	0.4163	0.1835	0.1382	0.2051	0.1162
interaction	HGD_OliG2_hyper	chr18	42371584	42371741	158	5	20.5906701822542	0.3124	0.9162	0.263	0.6183	0.1281	0.3357
interaction	HGD_OliG2_hyper	chr17	60877803	60878166	364	5	20.5664486005362	0.4594	0.8745	0.4958	0.6206	0.4698	0.4871
interaction	HGD_OliG2_hyper	chr9	15249245	15249646	402	4	20.5413619161301	0.1119	0.7659	0.1274	0.4396	0.0569	0.4727
interaction	HGD_OliG2_hyper	chr2	172751316	172751465	150	5	20.4029861789698	0.338	0.7067	0.4511	0.5832	0.3215	0.564
interaction	HGD_OliG2_hyper	chr3	117175614	117175848	235	4	20.3426594211746	0.6692	0.8453	0.4691	0.4366	0.4532	0.4087
interaction	HGD_OliG2_hyper	chr2	171574501	171574664	164	4	20.2845285324364	0.3759	0.7902	0.3792	0.4212	0.3163	0.3528
interaction	HGD_OliG2_hyper	chr8	105373472	105373693	222	4	20.2412410185613	0.1086	0.378	0.1386	0.2484	0.0648	0.1741
interaction	HGD_OliG2_hyper	chr20	62268763	62268932	170	4	20.2272355634804	0.3413	0.7487	0.299	0.3362	0.5338	0.1371
interaction	HGD_OliG2_hyper	chr6	3344025	3344237	213	4	20.1960383306547	0.6006	0.8139	0.7089	0.6435	0.5923	0.6497
interaction	HGD_OliG2_hyper	chr5	89855128	89855378	251	5	20.1918729708546	0.1769	0.305	0.1074	0.1214	0.1077	0.0728
interaction	HGD_OliG2_hyper	chr3	27755970	27756055	86	4	20.1351339434957	0.1087	0.4193	0.1104	0.0944	0.1005	0.1888
interaction	HGD_OliG2_hyper	chr13	107639637	107639872	236	4	20.0754256781012	0.4831	0.7129	0.4108	0.3456	0.2548	0.1468
interaction	HGD_OliG2_hyper	chr2	215369381	215369877	497	5	20.0487144292586	0.5427	0.7727	0.5514	0.5468	0.4216	0.2371
interaction	HGD_OliG2_hyper	chr17	25672653	25672846	194	4	19.9856985924057	0.3913	0.8102	0.0636	0.111	0.2075	0.3592
interaction	HGD_OliG2_hyper	chr16	7475887	7476079	193	5	19.9785940909819	0.318	0.6621	0.2516	0.3906	0.1725	0.2296
interaction	HGD_OliG2_hyper	chr2	171574738	171574902	165	5	19.933070411213	0.4116	0.851	0.3867	0.5694	0.4412	0.4786
